ProfileID,Age,Gender,Region,EducationLevel,FieldOfStudy,ExperienceYears,YearsSinceGraduation,DigitalSkillLevel,EnglishLevel,CurrentEmploymentStatus,DesiredIndustry,PreferredJobType,TechnicalSkills,SoftSkills,CertificationsCount
757,24,Male,Kilimanjaro,No formal qualification,Engineering,3,4,High,Basic,Unemployed,Healthcare,Customer-facing,"Network support, Web development, Food preparation","Adaptability, Resilience, Teamwork",1
758,18,Male,Manyara,Bachelor,Business,0,0,Medium,Intermediate,Informal work,Tourism,Remote,"English communication, Database management, Inventory management, Quality control","Resilience, Problem solving",1
759,27,Male,Pemba North,Higher Diploma,Health,4,8,High,Intermediate,Full-time,Banking,Remote,"Network support, Accounting, Web development","Customer focus, Creativity, Time management",1
760,29,Male,Dodoma,Diploma,Hospitality,6,6,Medium,Intermediate,Full-time,ICT,Remote,"Network support, Accounting","Time management, Teamwork, Leadership",2
761,21,Male,Lindi,Higher Diploma,Health,0,2,Low,Basic,Full-time,Tourism,Field,"Logistics coordination, Food preparation, Project management","Communication, Problem solving",0
762,25,Female,Pwani,Diploma,Engineering,3,3,Low,Basic,Full-time,Manufacturing,Remote,"Web development, Accounting, Database management, Quality control","Customer focus, Leadership, Creativity",2
763,20,Female,Geita,No formal qualification,Engineering,2,2,Low,Basic,Internship,Tourism,Office,"Accounting, Inventory management, English communication","Critical thinking, Communication, Time management",2
764,18,Male,Katavi,Secondary,Information Technology,0,0,Medium,Basic,Self-employed,Transport,Customer-facing,"Network support, Social media management, Accounting","Problem solving, Adaptability, Teamwork",2
765,24,Male,Manyara,Secondary,Arts,1,6,Medium,Advanced,Unemployed,Banking,Remote,"Customer service, Quality control, Food preparation","Customer focus, Adaptability, Critical thinking",1
766,23,Male,Pemba South,No formal qualification,Engineering,1,1,High,Basic,Unemployed,Manufacturing,Remote,"Digital marketing, Data analysis","Leadership, Critical thinking",1
767,23,Male,Zanzibar South,Higher Diploma,Arts,1,1,Low,Intermediate,Full-time,Banking,Remote,"Mechanical maintenance, English communication","Problem solving, Communication, Customer focus",3
768,23,Male,Tabora,Diploma,Finance,3,3,High,Intermediate,Full-time,Transport,Remote,"English communication, Microsoft Office, Digital marketing, Web development","Teamwork, Leadership, Problem solving",1
769,28,Male,Dar es Salaam,Diploma,Agriculture,7,7,Medium,Intermediate,Unemployed,Tourism,Office,"English communication, Accounting","Adaptability, Resilience",0
770,24,Female,Pemba South,Higher Diploma,Arts,0,1,High,Intermediate,Self-employed,Manufacturing,Customer-facing,"Accounting, Food preparation, Customer service","Critical thinking, Customer focus, Problem solving",3
771,26,Female,Singida,Vocational/Technical,Information Technology,1,6,Medium,Basic,Informal work,Construction,Office,"Quality control, Web development","Creativity, Resilience, Teamwork",2
772,21,Female,Pemba South,Bachelor,Arts,1,4,High,Intermediate,Informal work,Tourism,Remote,"Accounting, Microsoft Office, Programming (Python)","Adaptability, Leadership",2
773,22,Female,Pemba North,Diploma,Business,2,5,Medium,Advanced,Unemployed,Trade,Remote,"Inventory management, Graphic design, Food preparation","Creativity, Leadership",1
774,20,Female,Pemba South,Bachelor,Health,1,1,Low,Intermediate,Self-employed,ICT,Customer-facing,"Web development, Programming (Python), English communication, Accounting","Critical thinking, Problem solving",1
775,26,Female,Kilimanjaro,Vocational/Technical,Education,4,5,High,Basic,Informal work,Trade,Field,"Food preparation, Project management, Network support, Teaching support","Leadership, Adaptability",0
776,21,Female,Katavi,Higher Diploma,Agriculture,0,0,Low,Basic,Internship,Transport,Office,"Inventory management, English communication","Resilience, Adaptability",1
777,27,Female,Mtwara,Secondary,Engineering,1,5,Medium,Basic,Full-time,Manufacturing,Customer-facing,"Customer service, Quality control, Data analysis, Sales","Time management, Teamwork",2
778,18,Female,Kagera,Bachelor,Agriculture,0,0,Medium,Intermediate,Unemployed,Transport,Remote,"Microsoft Office, Sales","Adaptability, Problem solving",2
779,23,Female,Tanga,Secondary,Logistics,6,6,Medium,Intermediate,Part-time,ICT,Customer-facing,"Database management, Digital marketing","Teamwork, Critical thinking, Adaptability",1
780,20,Male,Shinyanga,Bachelor,Health,0,0,High,Basic,Full-time,Transport,Field,"Database management, Data analysis, Accounting","Critical thinking, Problem solving, Customer focus",1
781,24,Female,Simiyu,Higher Diploma,Information Technology,3,3,Medium,Intermediate,Unemployed,Banking,Field,"Programming (Python), Web development","Communication, Creativity",0
782,18,Female,Kilimanjaro,Secondary,Finance,0,0,Low,Basic,Informal work,ICT,Remote,"Microsoft Office, Quality control, Food preparation, Accounting","Customer focus, Communication",2
783,20,Female,Tanga,Higher Diploma,Finance,0,0,Low,Intermediate,Informal work,Construction,Office,"Project management, Accounting","Problem solving, Leadership, Creativity",0
784,22,Male,Kilimanjaro,Secondary,Logistics,0,0,Medium,Intermediate,Informal work,Transport,Remote,"Sales, Teaching support, Project management","Creativity, Problem solving, Teamwork",1
785,22,Male,Iringa,Secondary,Agriculture,0,4,Low,Intermediate,Full-time,Transport,Customer-facing,"English communication, Sales, Network support, Programming (Python)","Critical thinking, Problem solving, Creativity",1
786,28,Male,Simiyu,Higher Diploma,Logistics,0,9,High,Intermediate,Part-time,Banking,Office,"Sales, Project management, Mechanical maintenance, Customer service","Creativity, Teamwork",1
787,19,Female,Kigoma,Higher Diploma,Business,2,2,Medium,Advanced,Self-employed,Transport,Customer-facing,"Graphic design, Quality control, Logistics coordination, Customer service","Critical thinking, Adaptability",2
788,24,Female,Tabora,Vocational/Technical,Engineering,1,2,Low,Intermediate,Full-time,Construction,Field,"Sales, Social media management, Project management, Quality control","Problem solving, Critical thinking",1
789,18,Male,Zanzibar South,No formal qualification,Logistics,0,0,Medium,Basic,Unemployed,Trade,Remote,"Network support, Microsoft Office, Graphic design, Project management","Customer focus, Communication",2
790,21,Female,Kigoma,Secondary,Arts,0,2,Medium,Basic,Full-time,Manufacturing,Customer-facing,"Social media management, Network support, Inventory management","Resilience, Adaptability, Teamwork",1
791,18,Male,Njombe,Secondary,Business,0,1,Medium,Basic,Internship,Trade,Office,"English communication, Graphic design, Social media management, Sales","Teamwork, Time management, Leadership",0
792,23,Male,Simiyu,Higher Diploma,Health,2,3,Medium,Basic,Unemployed,Construction,Office,"Project management, Mechanical maintenance, Quality control","Resilience, Teamwork",0
793,18,Female,Lindi,Secondary,Arts,0,0,High,Intermediate,Unemployed,Manufacturing,Customer-facing,"Inventory management, English communication, Network support, Data analysis","Customer focus, Problem solving",1
794,28,Male,Geita,Diploma,Finance,8,8,Low,Intermediate,Informal work,Trade,Field,"Accounting, Logistics coordination","Customer focus, Creativity, Communication",1
795,22,Female,Mbeya,Diploma,Health,2,2,High,Intermediate,Informal work,ICT,Customer-facing,"Network support, Quality control","Adaptability, Creativity",0
796,20,Male,Geita,Diploma,Business,1,2,High,Advanced,Self-employed,Manufacturing,Remote,"Microsoft Office, Customer service, Social media management, Programming (Python)","Resilience, Critical thinking",1
797,22,Male,Zanzibar Urban/West,Diploma,Finance,1,1,High,Basic,Informal work,Tourism,Remote,"Food preparation, Web development, Graphic design","Creativity, Adaptability",2
798,24,Female,Arusha,Diploma,Education,0,3,Medium,Basic,Self-employed,Trade,Office,"Social media management, Accounting","Problem solving, Leadership",1
799,21,Male,Kigoma,Diploma,Engineering,1,4,High,Basic,Full-time,Trade,Customer-facing,"Mechanical maintenance, Teaching support","Communication, Teamwork",1
800,18,Female,Dar es Salaam,Vocational/Technical,Business,0,0,High,Basic,Self-employed,Education,Customer-facing,"English communication, Social media management, Microsoft Office, Digital marketing","Resilience, Critical thinking",0
801,25,Female,Kagera,Secondary,Hospitality,0,1,High,Basic,Self-employed,Education,Field,"Inventory management, Logistics coordination, Teaching support","Resilience, Teamwork, Adaptability",3
802,28,Male,Tanga,Bachelor,Business,4,7,Medium,Intermediate,Informal work,Trade,Field,"English communication, Network support, Logistics coordination","Problem solving, Customer focus, Teamwork",3
803,24,Female,Pwani,Secondary,Business,0,2,Medium,Intermediate,Unemployed,Agriculture,Field,"Inventory management, Logistics coordination","Adaptability, Leadership",1
804,23,Male,Tanga,Higher Diploma,Information Technology,1,2,Medium,Advanced,Self-employed,Healthcare,Field,"Customer service, Digital marketing","Customer focus, Resilience",0
805,19,Male,Mwanza,Bachelor,Business,0,1,High,Basic,Self-employed,Trade,Remote,"Accounting, Mechanical maintenance","Problem solving, Adaptability",1
806,24,Female,Pwani,No formal qualification,Agriculture,0,0,Medium,Advanced,Unemployed,Manufacturing,Customer-facing,"Project management, Mechanical maintenance, Digital marketing","Customer focus, Leadership",1
807,26,Female,Dodoma,Vocational/Technical,Information Technology,0,9,Medium,Intermediate,Part-time,Healthcare,Remote,"Teaching support, Programming (Python)","Time management, Adaptability",1
808,27,Female,Tanga,Diploma,Logistics,4,4,High,Intermediate,Self-employed,Tourism,Field,"Inventory management, Customer service, Accounting","Communication, Creativity, Time management",2
809,22,Male,Pemba South,Secondary,Agriculture,1,3,High,Intermediate,Full-time,Healthcare,Customer-facing,"Teaching support, Inventory management","Teamwork, Problem solving",0
810,23,Male,Pwani,Bachelor,Agriculture,2,2,High,Intermediate,Full-time,Trade,Customer-facing,"Project management, Mechanical maintenance, Logistics coordination, Quality control","Adaptability, Leadership, Customer focus",1
811,21,Female,Kigoma,Diploma,Agriculture,1,1,Medium,Basic,Self-employed,ICT,Customer-facing,"English communication, Mechanical maintenance, Data analysis","Critical thinking, Teamwork",1
812,24,Female,Mara,Vocational/Technical,Business,0,4,Medium,Basic,Part-time,Tourism,Field,"Database management, English communication, Programming (Python)","Critical thinking, Adaptability",2
813,22,Male,Zanzibar South,Bachelor,Finance,0,5,Medium,Intermediate,Unemployed,Construction,Customer-facing,"Food preparation, Inventory management, Teaching support, Data analysis","Problem solving, Creativity",1
814,21,Female,Kigoma,Vocational/Technical,Business,1,1,Medium,Intermediate,Full-time,Banking,Remote,"Programming (Python), English communication, Customer service","Adaptability, Customer focus",3
815,23,Male,Njombe,Diploma,Arts,1,3,Low,Advanced,Self-employed,ICT,Office,"Web development, Sales, Logistics coordination, Programming (Python)","Adaptability, Problem solving",2
816,25,Male,Arusha,Higher Diploma,Engineering,1,5,High,Intermediate,Self-employed,Manufacturing,Remote,"Inventory management, Quality control, Accounting, Network support","Resilience, Leadership",2
817,23,Male,Tanga,Diploma,Education,0,4,Medium,Intermediate,Full-time,ICT,Remote,"Network support, Accounting","Resilience, Time management, Leadership",2
818,24,Female,Pwani,Bachelor,Health,3,3,Medium,Intermediate,Self-employed,Trade,Remote,"Teaching support, Digital marketing, Sales","Problem solving, Leadership, Time management",1
819,23,Female,Pemba South,Higher Diploma,Logistics,1,3,High,Intermediate,Informal work,ICT,Field,"Customer service, Web development","Creativity, Customer focus, Critical thinking",0
820,24,Male,Mtwara,Diploma,Logistics,1,4,Medium,Intermediate,Internship,Banking,Remote,"Customer service, Quality control, Network support","Critical thinking, Communication, Problem solving",0
821,29,Female,Pemba North,Bachelor,Information Technology,0,0,Medium,Intermediate,Full-time,Trade,Office,"Web development, Digital marketing","Adaptability, Problem solving, Teamwork",2
822,20,Male,Zanzibar Urban/West,Vocational/Technical,Business,1,3,Medium,Basic,Full-time,Healthcare,Office,"Microsoft Office, Graphic design, Inventory management, Project management","Communication, Problem solving, Adaptability",1
823,28,Female,Mwanza,Vocational/Technical,Logistics,3,3,Low,Advanced,Internship,Transport,Field,"Programming (Python), Graphic design, Customer service","Customer focus, Problem solving, Communication",0
824,23,Female,Songwe,No formal qualification,Finance,0,0,Low,Intermediate,Self-employed,Construction,Customer-facing,"Mechanical maintenance, Data analysis, Web development, Project management","Critical thinking, Customer focus",2
825,25,Female,Ruvuma,Diploma,Hospitality,1,7,Low,Basic,Full-time,Banking,Office,"Food preparation, Customer service, Microsoft Office, Accounting","Time management, Communication",2
826,19,Female,Iringa,Diploma,Education,0,0,Low,Basic,Informal work,Education,Customer-facing,"Social media management, Network support","Critical thinking, Communication",3
827,21,Female,Zanzibar South,Secondary,Logistics,0,0,High,Basic,Full-time,Education,Field,"Teaching support, Database management, Customer service","Leadership, Communication",2
828,21,Female,Dodoma,Bachelor,Business,0,3,Low,Advanced,Full-time,Tourism,Customer-facing,"Logistics coordination, Microsoft Office","Customer focus, Creativity, Teamwork",1
829,21,Male,Ruvuma,Secondary,Finance,0,0,High,Intermediate,Part-time,Agriculture,Field,"Accounting, Food preparation, Teaching support, Sales","Adaptability, Time management, Critical thinking",1
830,25,Female,Pwani,Bachelor,Arts,0,4,Low,Advanced,Self-employed,Education,Remote,"Inventory management, Social media management","Critical thinking, Problem solving, Communication",0
831,27,Male,Songwe,Diploma,Hospitality,0,5,High,Basic,Full-time,ICT,Customer-facing,"English communication, Digital marketing","Communication, Resilience, Critical thinking",2
832,25,Female,Pemba North,Bachelor,Engineering,5,6,High,Intermediate,Unemployed,Construction,Customer-facing,"Quality control, Web development","Customer focus, Time management, Critical thinking",0
833,22,Male,Kigoma,Secondary,Arts,0,1,Medium,Intermediate,Self-employed,Healthcare,Office,"Programming (Python), Mechanical maintenance, Digital marketing","Communication, Critical thinking, Time management",0
834,18,Male,Singida,Secondary,Agriculture,0,0,Low,Basic,Internship,Agriculture,Field,"Network support, Sales, Web development","Resilience, Communication",1
835,24,Female,Manyara,Vocational/Technical,Finance,3,3,High,Intermediate,Full-time,Agriculture,Office,"Logistics coordination, Food preparation, Database management","Problem solving, Adaptability, Leadership",1
836,24,Female,Zanzibar South,No formal qualification,Agriculture,2,2,Medium,Basic,Part-time,Transport,Remote,"Social media management, Project management","Communication, Adaptability, Resilience",1
837,20,Female,Kagera,Bachelor,Hospitality,3,3,Medium,Basic,Unemployed,Trade,Field,"Digital marketing, Quality control, Logistics coordination, Mechanical maintenance","Adaptability, Time management",1
838,25,Female,Tanga,Secondary,Logistics,7,7,High,Intermediate,Informal work,Transport,Field,"Inventory management, Mechanical maintenance","Critical thinking, Communication, Creativity",1
839,19,Female,Rukwa,Secondary,Engineering,1,2,Medium,Advanced,Self-employed,Healthcare,Remote,"Quality control, Customer service, Network support","Communication, Creativity",2
840,23,Male,Pwani,Higher Diploma,Engineering,1,6,High,Intermediate,Unemployed,Agriculture,Remote,"Database management, Data analysis, Accounting","Problem solving, Time management, Critical thinking",1
841,26,Male,Songwe,Vocational/Technical,Information Technology,3,6,Low,Advanced,Full-time,Transport,Customer-facing,"Social media management, Logistics coordination","Leadership, Communication, Teamwork",0
842,25,Female,Zanzibar Urban/West,Diploma,Logistics,3,3,Low,Intermediate,Full-time,Transport,Customer-facing,"Microsoft Office, English communication, Accounting, Inventory management","Problem solving, Time management",1
843,22,Female,Njombe,Vocational/Technical,Hospitality,0,1,Low,Intermediate,Part-time,Education,Field,"Teaching support, Web development","Critical thinking, Problem solving, Leadership",2
844,20,Female,Singida,Secondary,Business,1,3,Low,Intermediate,Part-time,Healthcare,Field,"Accounting, Inventory management","Resilience, Communication",2
845,27,Male,Katavi,Diploma,Information Technology,2,3,High,Basic,Self-employed,Banking,Office,"Teaching support, Accounting, Web development","Communication, Problem solving",0
846,23,Female,Zanzibar Urban/West,Bachelor,Education,1,2,High,Intermediate,Part-time,Tourism,Field,"Database management, English communication","Adaptability, Teamwork",2
847,24,Male,Songwe,Bachelor,Arts,1,1,Medium,Basic,Full-time,Banking,Field,"Accounting, Quality control, Mechanical maintenance, Teaching support","Teamwork, Customer focus, Critical thinking",3
848,21,Female,Katavi,Vocational/Technical,Health,2,4,High,Advanced,Informal work,Manufacturing,Office,"Database management, Data analysis, Quality control","Critical thinking, Leadership, Creativity",0
849,23,Female,Ruvuma,Vocational/Technical,Arts,0,0,Medium,Intermediate,Informal work,Transport,Remote,"Quality control, Teaching support","Communication, Adaptability",1
850,21,Female,Shinyanga,Vocational/Technical,Arts,0,0,Low,Basic,Unemployed,Banking,Customer-facing,"Sales, Accounting, Food preparation","Problem solving, Adaptability",2
851,24,Female,Shinyanga,Bachelor,Business,0,1,Low,Intermediate,Unemployed,Trade,Customer-facing,"Sales, English communication","Communication, Creativity",0
852,20,Female,Mtwara,Bachelor,Logistics,0,0,Medium,Intermediate,Informal work,Healthcare,Remote,"Database management, Microsoft Office, Customer service","Critical thinking, Teamwork, Leadership",3
853,28,Female,Zanzibar Urban/West,No formal qualification,Hospitality,6,6,Low,Intermediate,Unemployed,Agriculture,Field,"Accounting, Inventory management, Teaching support","Leadership, Creativity, Critical thinking",3
854,21,Female,Simiyu,Vocational/Technical,Arts,1,4,Medium,Intermediate,Self-employed,Manufacturing,Office,"Data analysis, Microsoft Office, Teaching support","Communication, Teamwork",2
855,18,Female,Rukwa,Higher Diploma,Engineering,0,0,Medium,Advanced,Informal work,Manufacturing,Customer-facing,"Digital marketing, Graphic design, Data analysis","Creativity, Resilience, Communication",1
856,20,Male,Tanga,Diploma,Logistics,1,2,High,Intermediate,Full-time,Tourism,Office,"Quality control, Customer service","Resilience, Customer focus, Time management",2
857,27,Male,Simiyu,Bachelor,Finance,1,2,High,Advanced,Self-employed,Education,Field,"Logistics coordination, Sales, Microsoft Office, Graphic design","Teamwork, Adaptability",2
858,27,Female,Pwani,No formal qualification,Agriculture,0,0,Medium,Advanced,Part-time,Tourism,Customer-facing,"Mechanical maintenance, Graphic design, Logistics coordination","Creativity, Communication, Teamwork",2
859,22,Female,Morogoro,Higher Diploma,Business,1,2,Medium,Basic,Informal work,Transport,Customer-facing,"Microsoft Office, Network support, Teaching support","Creativity, Teamwork",2
860,21,Male,Pemba South,Vocational/Technical,Hospitality,0,0,High,Advanced,Internship,Manufacturing,Office,"Digital marketing, Web development","Adaptability, Resilience",2
861,19,Male,Kilimanjaro,Bachelor,Engineering,0,0,High,Basic,Informal work,ICT,Field,"Social media management, Mechanical maintenance, Sales, Teaching support","Customer focus, Problem solving, Time management",1
862,18,Female,Kilimanjaro,Vocational/Technical,Logistics,0,1,Low,Advanced,Full-time,Banking,Customer-facing,"Social media management, Sales, Quality control","Resilience, Adaptability, Teamwork",2
863,21,Female,Kilimanjaro,Vocational/Technical,Hospitality,0,3,High,Intermediate,Informal work,ICT,Office,"Mechanical maintenance, Food preparation","Resilience, Problem solving",0
864,22,Female,Morogoro,Secondary,Logistics,3,4,Medium,Basic,Internship,Banking,Field,"Logistics coordination, Inventory management, Customer service, Microsoft Office","Communication, Problem solving",0
865,21,Male,Kigoma,Bachelor,Logistics,2,2,Medium,Advanced,Full-time,Healthcare,Office,"Graphic design, Database management, Inventory management","Teamwork, Adaptability, Critical thinking",3
866,22,Male,Simiyu,Vocational/Technical,Hospitality,0,2,Low,Intermediate,Internship,ICT,Customer-facing,"Web development, Digital marketing","Teamwork, Adaptability, Problem solving",0
867,26,Male,Kigoma,Bachelor,Hospitality,5,5,High,Basic,Part-time,Transport,Field,"Teaching support, Graphic design","Customer focus, Critical thinking",3
868,29,Male,Geita,Secondary,Agriculture,1,9,High,Basic,Self-employed,Agriculture,Remote,"Mechanical maintenance, Sales","Critical thinking, Resilience, Teamwork",0
869,22,Female,Kigoma,Bachelor,Business,0,0,Medium,Basic,Self-employed,Banking,Office,"Graphic design, Teaching support","Time management, Adaptability",1
870,24,Female,Simiyu,Higher Diploma,Business,1,2,Medium,Intermediate,Unemployed,Transport,Remote,"English communication, Mechanical maintenance","Problem solving, Time management",0
871,25,Female,Zanzibar South,Higher Diploma,Logistics,1,5,High,Basic,Self-employed,ICT,Field,"Database management, Teaching support, Network support, Digital marketing","Adaptability, Creativity",0
872,25,Male,Arusha,Diploma,Engineering,3,3,High,Basic,Part-time,Banking,Customer-facing,"Database management, Network support, English communication, Microsoft Office","Communication, Time management",3
873,29,Male,Songwe,Secondary,Finance,4,5,High,Basic,Part-time,Trade,Field,"Teaching support, Programming (Python), Web development, Digital marketing","Critical thinking, Communication, Customer focus",1
874,23,Female,Njombe,Secondary,Hospitality,0,0,Medium,Advanced,Self-employed,Trade,Field,"English communication, Programming (Python), Customer service, Food preparation","Communication, Creativity",3
875,26,Female,Mwanza,Vocational/Technical,Education,4,4,High,Intermediate,Full-time,Banking,Customer-facing,"Social media management, Mechanical maintenance, Customer service","Resilience, Problem solving, Teamwork",2
876,21,Male,Njombe,Higher Diploma,Engineering,0,0,Low,Intermediate,Part-time,Trade,Field,"Social media management, Logistics coordination","Problem solving, Resilience",1
877,22,Male,Mwanza,Higher Diploma,Arts,0,0,Medium,Basic,Self-employed,Manufacturing,Customer-facing,"Programming (Python), Web development, Digital marketing, Graphic design","Critical thinking, Resilience",0
878,23,Female,Mwanza,Vocational/Technical,Education,0,0,Medium,Intermediate,Unemployed,Construction,Field,"Mechanical maintenance, Sales, Graphic design","Communication, Critical thinking",1
879,22,Male,Pwani,Secondary,Arts,0,1,Medium,Basic,Informal work,Education,Office,"Web development, Project management","Critical thinking, Customer focus, Teamwork",0
880,19,Female,Singida,Bachelor,Health,1,2,High,Basic,Unemployed,Tourism,Office,"English communication, Accounting","Problem solving, Customer focus",0
881,25,Male,Zanzibar Urban/West,Higher Diploma,Hospitality,4,4,High,Intermediate,Full-time,ICT,Customer-facing,"Data analysis, Accounting, Customer service, Digital marketing","Teamwork, Communication, Time management",2
882,25,Female,Geita,Vocational/Technical,Education,6,7,Low,Intermediate,Part-time,Education,Remote,"Web development, Food preparation","Problem solving, Critical thinking, Leadership",2
883,29,Female,Ruvuma,Higher Diploma,Hospitality,4,7,Low,Intermediate,Full-time,Education,Field,"Accounting, Social media management","Adaptability, Leadership",2
884,19,Male,Geita,Bachelor,Agriculture,1,2,Low,Basic,Informal work,Construction,Field,"Microsoft Office, Data analysis, Graphic design","Communication, Leadership, Resilience",2
885,18,Male,Tanga,Diploma,Business,0,0,High,Advanced,Informal work,Manufacturing,Field,"Teaching support, Food preparation, Inventory management","Teamwork, Problem solving, Leadership",3
886,26,Female,Pwani,Secondary,Business,4,9,Low,Intermediate,Internship,Manufacturing,Office,"English communication, Logistics coordination, Microsoft Office","Problem solving, Resilience",3
887,23,Male,Manyara,Bachelor,Hospitality,2,4,Medium,Basic,Self-employed,Trade,Customer-facing,"Programming (Python), Social media management, Quality control, Accounting","Problem solving, Teamwork, Adaptability",1
888,21,Female,Kilimanjaro,Secondary,Agriculture,0,0,Medium,Intermediate,Internship,Construction,Field,"Social media management, Logistics coordination, Inventory management, Microsoft Office","Critical thinking, Resilience, Communication",1
889,23,Female,Ruvuma,Diploma,Education,0,3,Medium,Basic,Informal work,Education,Field,"English communication, Logistics coordination, Food preparation","Creativity, Critical thinking",1
890,28,Male,Iringa,Higher Diploma,Business,0,0,Medium,Basic,Full-time,Tourism,Field,"Project management, Social media management, Data analysis, Teaching support","Leadership, Time management, Teamwork",0
891,22,Male,Shinyanga,Higher Diploma,Logistics,2,2,Low,Advanced,Part-time,Transport,Field,"Inventory management, Food preparation","Time management, Leadership",1
892,25,Male,Ruvuma,Bachelor,Arts,1,2,Medium,Basic,Informal work,Transport,Office,"Food preparation, Digital marketing, Social media management, Data analysis","Problem solving, Time management",0
893,20,Male,Pemba South,No formal qualification,Engineering,0,1,Medium,Basic,Unemployed,Tourism,Remote,"Mechanical maintenance, Customer service, Programming (Python)","Creativity, Leadership, Problem solving",1
894,27,Male,Njombe,Vocational/Technical,Health,2,4,Medium,Basic,Full-time,Tourism,Customer-facing,"Programming (Python), Graphic design, English communication, Project management","Customer focus, Critical thinking",1
895,28,Female,Mtwara,Higher Diploma,Business,2,8,Medium,Intermediate,Full-time,Transport,Remote,"Logistics coordination, Data analysis, Network support, Web development","Problem solving, Time management",0
896,19,Male,Mara,Bachelor,Information Technology,0,0,Low,Intermediate,Informal work,Tourism,Customer-facing,"Social media management, Logistics coordination, Customer service, Network support","Time management, Leadership, Critical thinking",1
897,18,Male,Mtwara,Diploma,Logistics,0,0,High,Basic,Full-time,Agriculture,Remote,"Quality control, Database management, Customer service, Network support","Creativity, Problem solving",0
898,19,Male,Morogoro,Vocational/Technical,Health,2,2,Low,Intermediate,Part-time,Tourism,Customer-facing,"Social media management, Microsoft Office","Leadership, Time management",1
899,24,Female,Lindi,No formal qualification,Engineering,1,4,High,Advanced,Unemployed,Trade,Customer-facing,"Network support, Project management, Logistics coordination","Critical thinking, Resilience, Customer focus",0
900,23,Male,Songwe,Higher Diploma,Information Technology,2,6,Medium,Advanced,Part-time,Healthcare,Customer-facing,"Data analysis, Food preparation, Web development, English communication","Adaptability, Customer focus, Communication",1
901,23,Male,Kagera,Secondary,Engineering,0,1,Low,Basic,Unemployed,Manufacturing,Office,"Accounting, Database management, Customer service, Programming (Python)","Critical thinking, Teamwork",2
902,26,Male,Dodoma,Vocational/Technical,Information Technology,6,7,Low,Intermediate,Full-time,Construction,Office,"Accounting, Digital marketing","Communication, Problem solving, Leadership",0
903,28,Male,Kagera,Diploma,Hospitality,4,4,Low,Intermediate,Informal work,Trade,Remote,"Quality control, Food preparation","Resilience, Customer focus, Teamwork",1
904,20,Male,Pemba South,No formal qualification,Engineering,1,2,Low,Advanced,Informal work,Construction,Office,"Social media management, Project management","Critical thinking, Problem solving",0
905,26,Male,Singida,Vocational/Technical,Business,5,7,High,Basic,Full-time,Tourism,Remote,"Logistics coordination, Database management, Mechanical maintenance","Time management, Leadership, Teamwork",1
906,24,Male,Songwe,Diploma,Arts,2,3,Low,Intermediate,Internship,Construction,Remote,"Social media management, Project management","Creativity, Time management, Resilience",1
907,24,Male,Njombe,Higher Diploma,Engineering,1,3,Low,Advanced,Unemployed,Transport,Office,"Teaching support, Digital marketing, Web development, Logistics coordination","Adaptability, Customer focus, Time management",2
908,22,Male,Dar es Salaam,Higher Diploma,Education,4,4,Medium,Basic,Self-employed,Healthcare,Customer-facing,"Data analysis, Logistics coordination, Programming (Python), Digital marketing","Adaptability, Communication, Time management",1
909,19,Female,Mwanza,Vocational/Technical,Health,2,2,Medium,Basic,Full-time,Education,Customer-facing,"English communication, Data analysis","Problem solving, Leadership",0
910,20,Female,Shinyanga,Secondary,Hospitality,0,0,Medium,Basic,Unemployed,Banking,Customer-facing,"Social media management, Programming (Python), Logistics coordination","Leadership, Creativity",2
911,24,Female,Njombe,Secondary,Hospitality,0,0,High,Intermediate,Self-employed,Healthcare,Customer-facing,"Network support, Food preparation, Social media management, Inventory management","Customer focus, Communication",1
912,27,Male,Zanzibar South,Diploma,Business,1,7,High,Intermediate,Self-employed,Tourism,Field,"Digital marketing, Logistics coordination","Time management, Teamwork, Customer focus",0
913,21,Male,Tabora,Higher Diploma,Hospitality,0,1,Medium,Basic,Informal work,Transport,Office,"Network support, Mechanical maintenance","Teamwork, Leadership",2
914,20,Female,Geita,Secondary,Logistics,0,1,High,Basic,Self-employed,Agriculture,Field,"Data analysis, Teaching support","Leadership, Critical thinking",1
915,26,Female,Simiyu,No formal qualification,Arts,7,8,Medium,Basic,Full-time,Construction,Field,"Network support, Digital marketing, English communication","Adaptability, Leadership",1
916,21,Male,Tanga,No formal qualification,Logistics,0,0,Low,Basic,Internship,Transport,Field,"Accounting, English communication","Customer focus, Creativity, Problem solving",0
917,18,Female,Mtwara,Bachelor,Finance,0,0,Low,Basic,Unemployed,ICT,Office,"Digital marketing, Accounting, Data analysis","Critical thinking, Customer focus",3
918,24,Female,Dar es Salaam,Higher Diploma,Business,0,0,Low,Basic,Self-employed,Manufacturing,Field,"Data analysis, Web development, Logistics coordination","Problem solving, Critical thinking, Time management",2
919,21,Male,Njombe,No formal qualification,Business,1,1,Medium,Basic,Full-time,Tourism,Office,"Network support, Web development","Leadership, Adaptability",1
920,21,Male,Iringa,Bachelor,Education,0,3,Medium,Intermediate,Full-time,Agriculture,Customer-facing,"Digital marketing, Food preparation, Web development","Communication, Adaptability, Teamwork",0
921,26,Male,Mwanza,Vocational/Technical,Health,8,8,Low,Basic,Self-employed,Manufacturing,Remote,"Database management, Microsoft Office, Digital marketing, Web development","Creativity, Leadership, Customer focus",3
